geo,week,population,conversions,promo_flag,price_index,competitor_pressure,holiday_flag,demand_proxy,paid_social_impressions,paid_social_spend,paid_search_impressions,paid_search_spend,programmatic_display_impressions,programmatic_display_spend,influencer_impressions,influencer_spend,dooh_impressions,dooh_spend,tv_ctv_impressions,tv_ctv_spend
geo_000,2023-01-01,0.019109040872671224,20.371571810865916,0.0,100.0,78.66628925787472,0.0,-0.3918967262230625,3551.1557026091327,118.37185675363776,1679.800095957743,76.35454981626104,1644.0792087048292,65.76316834819316,2467.858728815421,308.4823411019276,2092.0417286682114,52.30104321670528,325.7986483683042,36.19984981870047
geo_000,2023-01-08,0.019109040872671224,26.755499726919865,0.0,100.0,73.82296472127649,0.0,-1.5830589539326136,3637.098388822399,121.23661296074664,145.75861675192004,6.62539167054182,2043.062791102134,81.72251164408536,366.60563536896444,45.825704421120555,2392.6947470250416,59.81736867562604,868.128809450613,96.45875660562366
geo_000,2023-01-15,0.019109040872671224,29.087213709653064,0.0,100.0,101.12098217852369,0.0,0.22014719578472208,3060.3203815454553,102.01067938484852,6817.516426900061,309.88711031363914,6581.827936325123,263.27311745300494,1356.7495841174134,169.59369801467668,4098.951911031303,102.47379777578257,167.28106503158097,18.586785003508997
geo_000,2023-01-22,0.019109040872671224,35.08780441068931,0.0,100.0,66.77574370879864,0.0,-1.5168957229487112,17519.358427295505,583.9786142431835,4772.977723515368,216.95353288706218,4177.142256556269,167.08569026225075,304.93625440609685,38.117031800762106,3972.2529218764685,99.30632304691171,1774.719063266882,197.19100702965355
geo_000,2023-01-29,0.019109040872671224,34.45222258301157,0.0,100.0,82.97382776234733,0.0,0.28510737848840034,4454.965189112614,148.49883963708714,5898.129048716595,268.0967749416634,3894.739050899233,155.7895620359693,1276.3668384516293,159.54585480645366,1563.518190769811,39.08795476924528,2810.3712593603773,312.26347326226414
geo_000,2023-02-05,0.019109040872671224,50.88000971649479,0.0,100.0,72.9600271121021,1.0,1.0437549112033164,21448.67705767992,714.955901922664,7788.710945480443,354.0323157036565,7928.407196207808,317.1362878483123,916.272329549679,114.53404119370987,5077.009729095811,126.92524322739527,5940.411347831187,660.0457053145764
geo_000,2023-02-12,0.019109040872671224,34.44678008279595,0.0,100.0,66.29767927535453,0.0,-0.7699501815383081,3648.6072986744944,121.62024328914981,2626.053005231187,119.36604569232668,1076.7412641767892,43.06965056707157,308.07711155487095,38.50963894435887,2153.015386548185,53.82538466370462,1882.2511088241365,209.13901209157072
geo_000,2023-02-19,0.019109040872671224,32.969356998814966,0.0,100.0,71.5789137376894,0.0,-0.6889518463040978,9598.114619207985,319.9371539735995,5496.181771148379,249.82644414310815,1762.824077681554,70.51296310726215,941.2891699157924,117.66114623947405,2425.622168767585,60.64055421918963,3083.3040818554728,342.58934242838586
geo_000,2023-02-26,0.019109040872671224,28.658015956495944,0.0,100.0,41.66067524803116,0.0,0.24427827257248858,3105.3086616646315,103.51028872215439,2779.9939948057613,126.36336340026187,1017.8543523302512,40.71417409321005,173.13162465369442,21.641453081711802,1533.2770139939105,38.331925349847765,938.7090263482347,104.30100292758164
geo_000,2023-03-05,0.019109040872671224,28.488493551704185,0.0,100.0,41.12209267633391,0.0,-0.2384015309030415,7328.9777433532145,244.2992581117738,1090.758521933329,49.57993281515132,987.7960961141368,39.511843844565476,18.989215897314235,2.3736519871642794,915.5955786222582,22.889889465556458,1647.374411194515,183.041601243835
geo_000,2023-03-12,0.019109040872671224,24.612452885641055,1.0,100.0,40.93981759188403,0.0,-2.4384169572932666,2987.102786154822,99.5700928718274,1400.802716505204,63.67285075023654,405.7344900523429,16.229379602093715,91.2374149524122,11.404676869051524,1774.314062510551,44.35785156276377,882.1234206656062,98.01371340728957
geo_000,2023-03-19,0.019109040872671224,26.785294285804678,1.0,100.0,49.11035411952664,0.0,-1.4321564597079663,6411.2251802814435,213.70750600938146,939.2024650198111,42.691021137264144,1313.4138826324422,52.53655530529769,124.29562394678358,15.536952993347947,800.0108590660064,20.000271476650163,465.89449761251643,51.7660552902796
geo_000,2023-03-26,0.019109040872671224,29.96274706016222,0.0,100.0,30.08087810755817,0.0,0.5002555968682029,3411.054303576666,113.7018101192222,3912.485055369759,177.8402297895345,6466.787401327679,258.67149605310715,323.97509441704887,40.49688680213111,3160.418274296154,79.01045685740385,140.9860338109122,15.665114867879133
geo_000,2023-04-02,0.019109040872671224,27.980200740742507,0.0,100.0,31.921376351834216,0.0,-0.8505658810192367,2215.5920924197053,73.85306974732352,1586.9754450028195,72.13524750012816,1232.5469231613433,49.30187692645373,554.9861028070314,69.37326285087893,902.9752189518914,22.574380473797284,1251.231245165845,139.0256939073161
geo_000,2023-04-09,0.019109040872671224,41.237688887036256,0.0,100.0,6.703887103411654,0.0,1.1352880488602235,16124.475655422335,537.4825218474111,3709.456016157885,168.61163709808568,4542.483983603357,181.69935934413428,1323.053567467309,165.38169593341362,5915.299378993263,147.88248447483159,7540.039006012755,837.782111779195
geo_000,2023-04-16,0.019109040872671224,54.63579131399844,0.0,100.0,10.203602977656033,0.0,1.2657178527597948,6054.782968268564,201.82609894228548,4588.804461330308,208.58202096955947,8487.123360804942,339.4849344321977,1026.7081074748965,128.33851343436206,5477.713465801111,136.94283664502777,7962.38529133679,884.7094768151989
geo_000,2023-04-23,0.019109040872671224,53.627407589579214,0.0,100.0,28.112132455681525,0.0,0.06148233073571463,14000.051322642597,466.6683774214199,5102.259714239004,231.9208961017729,8147.528299164547,325.9011319665819,1059.2032750565502,132.40040938206877,8353.869206430809,208.84673016077022,2975.2509189586453,330.5834354398495
geo_000,2023-04-30,0.019109040872671224,36.07465560617702,0.0,100.0,17.294459610619093,0.0,-1.2275285148530393,3952.4190633306043,131.74730211102013,2164.8193768266274,98.4008807648467,1089.1477295127117,43.56590918050847,677.8069404835996,84.72586756044996,2407.886027549238,60.19715068873095,1705.0660122755708,189.45177914173007
geo_000,2023-05-07,0.019109040872671224,33.449477640629766,0.0,100.0,25.388601654074908,0.0,-0.01568998155423656,7798.817475893256,259.9605825297752,3552.101652995301,161.45916604524095,3201.985124154681,128.07940496618724,55.2122004665458,6.901525058318225,1985.3201330829475,49.63300332707369,296.6237944487553,32.95819938319503
geo_000,2023-05-14,0.019109040872671224,37.0844989552725,0.0,100.0,36.71322245385728,0.0,-1.232987015356709,13779.246137696846,459.30820458989484,763.8623370081522,34.72101531855237,2101.7431387362944,84.06972554945177,672.7284345800417,84.09105432250522,4716.237964956299,117.90594912390748,2355.029762054882,261.6699735616536
geo_000,2023-05-21,0.019109040872671224,41.52238919542113,0.0,100.0,19.31181648168725,0.0,-0.8211736939298406,3595.0760906449837,119.83586968816613,1888.8584765543335,85.85720347974244,2942.9174470449843,117.71669788179938,714.8338146718958,89.35422683398697,2240.0572415724655,56.00143103931164,113.8067707065631,12.645196745173678
geo_000,2023-05-28,0.019109040872671224,23.606840457527216,0.0,100.0,34.18662422522086,0.0,-0.12413568055300872,16467.233008921994,548.9077669640665,1174.4227768870655,53.382853494866616,692.6661151744544,27.706644606978173,655.3378043479881,81.91722554349852,1478.0150411568209,36.95037602892052,1435.3376331108987,159.4819592345443
geo_000,2023-06-04,0.019109040872671224,30.092470356479986,0.0,100.0,50.24977087519833,0.0,0.6754860919309655,9883.011448536297,329.43371495120994,5418.4298450833685,246.29226568560765,3862.409990619993,154.49639962479972,325.81502734065316,40.726878417581645,1081.5265066717197,27.038162666792992,2125.692321231098,236.18803569234422
